

----------------------------特别土特产----------------------------
特别土特产(2019-07-19 08:37:55):  看看这会行不行
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:48:08):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
wudeqin12(2019-07-19 09:48:15):  有配件吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:48:16):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:48:27):  小客服帮您看一下的哦
wudeqin12(2019-07-19 09:48:29):  [图片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:48:57):  亲亲我们店铺目前没有售卖配件的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:49:02):  亲亲可以具体咨询一下实体店的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:49:07):  [表情]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:12:21):  请问您这边还有其他问题需要咨询吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 22:56:46):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
wudeqin12(2019-07-19 22:56:47):  

----------------------------king国卿----------------------------
king国卿(2019-07-19 16:38:23):  啥时候发油卡
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:38:23):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
king国卿(2019-07-19 16:38:23):  [卡片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:38:42):  小客服帮您看一下的哦
king国卿(2019-07-19 16:38:50):  速度
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:39:38):  [图片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:39:41):  您好，收到您的购车发票后，我们会统计名单审核，审核通过尽快安排发放礼包。礼包会在核销提车截止日期后30个工作日左右发放哦。这只是一个大概的时间呢，我们会尽快核实发放的哦。礼包发出后我们会给您留言提醒的，非常抱歉，还请您再等待一下哦。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:39:48):  大概会在7月底左右发出的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:39:52):  亲亲耐心等待一下的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:39:55):  [表情]
king国卿(2019-07-19 16:40:17):  不是说六月底发吗，现在还要多久
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:40:47):  礼包会在核销提车截止日期后30个工作日左右发放哦，大概就是在7月底左右发出的哦
king国卿(2019-07-19 16:40:48):  我的发票早就给你发过去了
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:40:54):  
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:41:05):  小客服知道的呢
king国卿(2019-07-19 16:41:23):  那有我的油卡吗
king国卿(2019-07-19 16:41:31):  我还出了快递费了
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:41:33):  审核通过都是有的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:41:41):  一般情况都是有的哦
king国卿(2019-07-19 16:41:55):  那为啥收我的快递费
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:42:40):  天猫礼包是需要客户承担物流费用的，请您拍下并付款（最晚上传发票时需下单），请在订单中预留您的个人收货地址，不支持4S代收。亲，如果您没有付款物流费用，之后是会影响您的油卡发放的哦。请放心，只是顺丰快递从上海到您所在区域的一个首重价格。
king国卿(2019-07-19 16:44:13):  你发的我看不懂
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:44:41):  
king国卿(2019-07-19 16:44:51):  我现在交了物流费，也发了发票，你就告诉我啥时候能给我能发到我手里
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:45:10):  大概会在7月底左右发出的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:45:23):  亲亲天猫礼包都是需要承担物流费用的哦 因为油卡属于贵重物品 是做了保价处理的哦
king国卿(2019-07-19 16:45:48):  意思7月31号以前就能发出来是吧
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:46:08):  正常情况都会在7月底左右发出的哦
king国卿(2019-07-19 16:46:18):  那不正常呢
king国卿(2019-07-19 16:46:39):  左右是啥时候
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:46:42):  亲亲小客服也无法保证油卡一定必须会在那个点发出来 还请谅解
king国卿(2019-07-19 16:47:00):  8月底也算七月左右
king国卿(2019-07-19 16:47:15):  那你就说最迟什么时候发出
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:48:07):  7月底左右 也就是差不多是在7.31号左右的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:49:31):  如果届时油卡没有发出亲亲也是可以联系我们在线客服咨询的呢
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:58:13):  请问您这边还有其他问题需要咨询吗
king国卿(2019-07-19 16:58:48):  我就想知道卡能不能发下来，我在4S店花了850
king国卿(2019-07-19 16:58:53):  买的
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 16:58:57):  您放心的哦
king国卿(2019-07-19 16:59:27):  你们这个我看交了定金就能下油卡
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:00:15):  对的哈
king国卿(2019-07-19 17:00:27):  那怎么和我要了850
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:00:44):  亲亲我们这边只收取了您的1000元定金
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:01:02):  其他款项小客服不了解的哦
king国卿(2019-07-19 17:01:14):  哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:01:19):  [表情]
king国卿(2019-07-19 17:01:29):  我就等的下卡吧
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:04:52):  对的哈
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 20:55:56):  请问您这边还有其他问题需要咨询吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 22:56:41):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
king国卿(2019-07-19 22:56:43):  

----------------------------无法触碰的梦----------------------------
无法触碰的梦(2019-07-19 00:24:36):  hi
无法触碰的梦(2019-07-19 00:24:36):  [卡片]
捷豹路虎官方旗舰店:服务助手(2019-07-19 00:24:36):  [卡片]
无法触碰的梦(2019-07-19 09:13:36):  [未知]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:13:36):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 09:13:47):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
无法触碰的梦(2019-07-19 17:49:08):  http://item.taobao.com/item.htm?id=583729643492
无法触碰的梦(2019-07-19 17:49:09):  [卡片]
无法触碰的梦(2019-07-19 17:49:09):  [卡片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:49:20):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
无法触碰的梦(2019-07-19 17:49:22):  这款是几几年的
无法触碰的梦(2019-07-19 17:49:30):  新款 还是老款
无法触碰的梦(2019-07-19 17:49:34):  还是都可以
无法触碰的梦(2019-07-19 17:49:45):  网上给钱还是现场去
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:49:59):  2019年的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:50:08):  全新款的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:50:17):  我们这边是支付定金的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:50:22):  
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:50:43):  亲，天猫的1000元是预付订金。线上支付完成后您会收到一个短信电子凭证，您需要用此凭证去经销商门店进行核销及签订购车协议的呢
无法触碰的梦(2019-07-19 17:51:13):  钱还是走线上给么
无法触碰的梦(2019-07-19 17:51:21):  没有18款的么
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:52:46):  18款 19款都是有的哦 
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:53:01):  线上只能支付定金无法支付全款的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:53:13):  整车全款需要到4s店付款的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 17:53:36):  1000元定金是在线上支付的哦
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 20:55:24):  请问您这边还有其他问题需要咨询吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 22:56:23):  
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 22:56:29):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
无法触碰的梦(2019-07-19 22:56:31):  

----------------------------ali36392014----------------------------
ali36392014(2019-07-19 18:17:01):  http://item.taobao.com/item.htm?id=520717372031
ali36392014(2019-07-19 18:17:01):  [卡片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:17:01):  您好，我是捷豹路虎官方旗舰店购车管家:16，很荣幸能够为您提供服务。目前我们全新一代路虎揽胜极光首发运动定制版正在预售中，如您有兴趣可以点击了解详情： https://detail.tmall.com/item.htm?spm=a1z10.1-b.w5003-17450320331.1.5e4e452ccFlwFf&id=595245299165&sku_properties=151248060:4491610911&scene=taobao_shop
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:17:08):  您好，欢迎光临捷豹路虎官方旗舰店，我是线上购车管家16，竭诚为您服务。
ali36392014(2019-07-19 18:17:25):  现在下单，需要什么资料给你
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:17:34):  麻烦亲亲提供一下您的发票的哦
ali36392014(2019-07-19 18:18:33):  [图片]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:18:43):  好的
ali36392014(2019-07-19 18:19:11):  还需要什么吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:19:15):  您好，您的VIN码是可以申请购买的。现在把申请购买数控卡的操作流程和注意事项发送给您查看一下。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:19:24):  https://item.taobao.com/item.htm?id=520717372031&spm=2014.21600712.0.0
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:19:30):  亲，在收到发送的短信内有专属上传身份信息的链接，点击链接。自动进入上传信息界面，将“发票照片”、“身份证照片正反面”、“免冠照”这4张照片上传至相应的框内（照片大小：手机2-3M，电脑是2M左右），点击“提交”完成。（速度较慢，耐心等待）
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:19:33):  请您接收到网址链接后，使用订单中预留的手机号码登录，请您在登录实名系统内上传信息时注意以下几点：1.需用户本人提供二代身份证原件正反面彩色照片；2.免冠（露双耳）正对摄像头，拍摄环境明亮，不能使用美图工具及化浓妆；3.五官清晰不可遮挡，头像完整不得有缺失；4.头部面积大于照片总面积1/3；5.证件完整不得有缺失，必须露四边四角；6.身份证原件拍摄无遮挡，证件所有信息清晰不模糊；7.照片真实有效，无涂改作假痕迹；8.照片支持JPG、GIF格式。注：请您在上传照片时严格按照上面的要求上传，如不符合要求，将无法认证您的信息。如果订单处理成功，您将收到包裹物流信息；如果订单处理失败，我们将联系您，告知失败原因并进行后续处理。
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:19:37):  下单购买数控卡——订单中预留手机号码收到短信链接（一般次日收到短信通知）——点击短信链接进入实名系统认证——完成信息上传——等待审核发卡流程是很简单的呢，发给您的只是上传资料的注意事项。
ali36392014(2019-07-19 18:21:59):  已付款，现在等路虎发信息链接给我是吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:22:10):  对的哈
ali36392014(2019-07-19 18:22:16):  OK
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 18:22:22):  [表情]
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 20:55:19):  请问您这边还有其他问题需要咨询吗
捷豹路虎官方旗舰店:线上购车管家16(2019-07-19 22:56:19):  尊敬的客户，整日奔波挺辛苦，天热多喝水，爱惜身体加餐饭，后面有任何问题随时联系我们在线客服~~捷豹路虎祝您心情愉快，开启幸福每一天[表情]
ali36392014(2019-07-19 22:56:21):  

----------------------------a107705225----------------------------
a107705225(2019-07-19 18:59:45):  http://item.taobao.com/item.htm?id=586118619032
